expr,time
mean(x),296511
skew4(x),9310347
sd(x),633564
sum(x),94817
mean(x),190309
sum(x),91997
skew4(x),9239829
mean(x),201464
sum(x),92157
skew4(x),9032287
kurt5(x),15546159
kurtosis(x),8645041
sum(x),87155
skew4(x),8623672
dumbk(x),16746313
sum(x),79920
skew4(x),8090268
skewness(x),8153975
sd3(x),892456
kurtosis(x),7931930
sd(x),482006
mean(x),164335
kurt5(x),14239937
sum(x),80428
skewness(x),8027214
sd(x),471841
mean(x),165140
sd3(x),861937
skewness(x),9619911
kurtosis(x),7961580
mean(x),187057
sum(x),79893
kurtosis(x),7904405
mean(x),164510
sum(x),79589
sd(x),484871
kurt5(x),14505563
skew4(x),8324797
skew4(x),8676495
skew4(x),8688924
kurtosis(x),8504211
sum(x),86615
sd3(x),934639
sd3(x),930328
sum(x),86743
skewness(x),8691873
mean(x),179229
sum(x),86776
sd3(x),933767
dumbk(x),17863892
sum(x),87356
sd(x),533133
sd(x),509848
kurtosis(x),9498410
dumbk(x),16566465
sum(x),80381
sum(x),79851
skewness(x),8103762
sum(x),80474
sd(x),489672
sum(x),86628
sd(x),498684
sum(x),86855
kurt5(x),14356543
skew4(x),8042055
skew4(x),9030327
kurt5(x),14245048
mean(x),185622
sum(x),81239
sd(x),488414
sd(x),459825
dumbk(x),16496795
kurt5(x),14087584
kurt5(x),14157910
skew4(x),8541733
sd(x),511424
dumbk(x),18205670
sum(x),80229
sd(x),485738
sum(x),79893
dumbk(x),16404040
kurtosis(x),7974890
kurt5(x),14245549
sd(x),478700
sd3(x),864410
mean(x),167978
dumbk(x),16459551
sd(x),460014
skewness(x),9750363
sum(x),80537
sum(x),80010
skew4(x),8000328
kurtosis(x),7918651
kurt5(x),14148799
dumbk(x),16521709
sum(x),80026
dumbk(x),16537771
dumbk(x),18172038
kurt5(x),14335225
sum(x),81241
sd3(x),877132
kurt5(x),14354971
mean(x),168186
skew4(x),8062004
sd(x),469323
sd3(x),857671
kurt5(x),14252368
sum(x),80559
kurt5(x),14158695
dumbk(x),16430952
kurtosis(x),7907531
skew4(x),8029011
skewness(x),8026809
skewness(x),7977557
sd3(x),868840
skewness(x),10738592
dumbk(x),19025376
mean(x),199594
skew4(x),9776817
sd3(x),1052062
sd(x),571530
sd3(x),1050321
sum(x),98004
sd3(x),1047262
skew4(x),8484654
skew4(x),8430683
mean(x),175957
sd3(x),904067
sd(x),489604
dumbk(x),17275664
skewness(x),8256373
kurt5(x),14650342
sd3(x),883698
dumbk(x),23077649
sum(x),80607
skewness(x),8067636
kurt5(x),14233483
dumbk(x),16460454
sum(x),80036
dumbk(x),16578685
dumbk(x),58210894
sd(x),460884
mean(x),163250
mean(x),162206
sd3(x),871544
kurtosis(x),7898648
kurt5(x),14374765
sd3(x),858083
mean(x),168239
dumbk(x),16583926
sum(x),80396
kurtosis(x),7899031
skewness(x),9537936
skewness(x),8116392
skewness(x),8042473
sd3(x),920288
dumbk(x),16350444
kurt5(x),14246609
kurtosis(x),7883419
sd(x),492822
skewness(x),7966832
skewness(x),9566632
kurt5(x),14243621
mean(x),169419
sd(x),529020
dumbk(x),16718918
kurt5(x),14399479
sum(x),80410
mean(x),165489
kurtosis(x),7885323
dumbk(x),16665500
kurtosis(x),9329299
skewness(x),8178004
skew4(x),8033786
skewness(x),8090426
skewness(x),7998855
dumbk(x),16424885
skew4(x),8125075
skewness(x),8117522
sd3(x),976442
mean(x),164898
sd(x),501792
dumbk(x),18880167
skew4(x),8103806
kurt5(x),14239573
sum(x),80392
kurt5(x),14106128
kurtosis(x),8280949
dumbk(x),17790885
mean(x),163207
sd3(x),870647
kurt5(x),14433909
kurt5(x),14465745
sd3(x),859872
sd3(x),854893
skewness(x),8619459
