expr,time
mean(x),345564
skew4(x),10235307
sd(x),623584
sum(x),86542
mean(x),221724
sum(x),82018
skew4(x),9246628
mean(x),183478
sum(x),82959
skew4(x),8823356
kurt5(x),17893117
kurtosis(x),8756126
sum(x),80186
skew4(x),8773381
dumbk(x),19009044
sum(x),90072
skew4(x),8866046
skewness(x),9308765
sd3(x),1080891
kurtosis(x),9479853
sd(x),534338
mean(x),173478
kurt5(x),17105568
sum(x),104449
skewness(x),10729542
sd(x),527509
mean(x),172493
sd3(x),1097506
skewness(x),8822370
kurtosis(x),9194548
mean(x),188590
sum(x),80841
kurtosis(x),8661889
mean(x),164657
sum(x),79903
sd(x),516468
kurt5(x),16228920
skew4(x),10406371
skew4(x),9362220
skew4(x),8830125
kurtosis(x),8704194
sum(x),80469
sd3(x),867694
sd3(x),848811
sum(x),79896
skewness(x),11200512
mean(x),168376
sum(x),107784
sd3(x),923468
dumbk(x),18241573
sum(x),80220
sd(x),461456
sd(x),539594
kurtosis(x),8596361
dumbk(x),18627506
sum(x),80819
sum(x),80548
skewness(x),9160491
sum(x),82347
sd(x),559674
sum(x),82110
sd(x),472403
sum(x),81824
kurt5(x),16251038
skew4(x),9810104
skew4(x),8676600
kurt5(x),17252506
mean(x),200448
sum(x),83940
sd(x),501957
sd(x),472803
dumbk(x),18246100
kurt5(x),17040183
kurt5(x),15915296
skew4(x),9666179
sd(x),507918
dumbk(x),20953347
sum(x),82685
sd(x),488929
sum(x),81915
dumbk(x),20156918
kurtosis(x),8752399
kurt5(x),17149417
sd(x),518327
sd3(x),929209
mean(x),181423
dumbk(x),18058077
sd(x),478749
skewness(x),9459369
sum(x),80371
sum(x),79806
skew4(x),8734289
kurtosis(x),8473345
kurt5(x),17467643
dumbk(x),18895367
sum(x),82413
dumbk(x),26455045
dumbk(x),22591699
kurt5(x),18206040
sum(x),102240
sd3(x),965891
kurt5(x),17223035
mean(x),201687
skew4(x),10170053
sd(x),540090
sd3(x),964686
kurt5(x),17657786
sum(x),96850
kurt5(x),16854520
dumbk(x),19017305
kurtosis(x),9319342
skew4(x),8850298
skewness(x),8686431
skewness(x),9332426
sd3(x),1030573
skewness(x),8606323
dumbk(x),20249546
mean(x),189837
skew4(x),9773957
sd3(x),888213
sd(x),503503
sd3(x),898463
sum(x),82994
sd3(x),873502
skew4(x),8819196
skew4(x),9881608
mean(x),262541
sd3(x),888059
sd(x),510311
dumbk(x),17653402
skewness(x),8981172
kurt5(x),16584869
sd3(x),1190090
dumbk(x),19935013
sum(x),82433
skewness(x),9113794
kurt5(x),16692953
dumbk(x),18275786
sum(x),82340
dumbk(x),20596278
dumbk(x),18884638
sd(x),472079
mean(x),167304
mean(x),165996
sd3(x),901547
kurtosis(x),9626101
kurt5(x),16650088
sd3(x),964687
mean(x),201588
dumbk(x),18352762
sum(x),80489
kurtosis(x),8357424
skewness(x),9510121
skewness(x),8767494
skewness(x),10695003
sd3(x),990971
dumbk(x),18875775
kurt5(x),17368880
kurtosis(x),9212319
sd(x),513761
skewness(x),8946621
skewness(x),10304911
kurt5(x),17531330
mean(x),195462
sd(x),525869
dumbk(x),20038478
kurt5(x),16166773
sum(x),84303
mean(x),182962
kurtosis(x),9807450
dumbk(x),20699662
kurtosis(x),9308566
skewness(x),8917591
skew4(x),9427904
skewness(x),9328410
skewness(x),8901962
dumbk(x),17941522
skew4(x),10059356
skewness(x),8871715
sd3(x),900379
mean(x),174841
sd(x),506867
dumbk(x),19236635
skew4(x),8983879
kurt5(x),16460516
sum(x),91792
kurt5(x),16914659
kurtosis(x),10486768
dumbk(x),18216421
mean(x),163460
sd3(x),909007
kurt5(x),16026379
kurt5(x),17061532
sd3(x),875344
sd3(x),873255
skewness(x),9169567
skewness(x),10085221
mean(x),234386
skew4(x),9116326
sd3(x),900271
sd3(x),1170867
skewness(x),9348274
sum(x),94392
kurtosis(x),9008799
kurt5(x),16212173
kurtosis(x),8713191
sd3(x),974228
dumbk(x),18076269
sd(x),474888
sd3(x),887390
skewness(x),10803210
mean(x),225685
dumbk(x),17908517
