expr,time
mean(x),278468
skew4(x),8246306
sd(x),577406
sum(x),84642
mean(x),172044
sum(x),81302
skew4(x),8173486
mean(x),167750
sum(x),80138
skew4(x),8256493
kurt5(x),14374191
kurtosis(x),8405296
sum(x),81120
skew4(x),8326789
dumbk(x),17025255
sum(x),172561
skew4(x),8140656
skewness(x),8344433
sd3(x),893858
kurtosis(x),8070575
sd(x),480946
mean(x),164673
kurt5(x),15215403
sum(x),86900
skewness(x),8291607
sd(x),483586
mean(x),214374
sd3(x),991947
skewness(x),9655547
kurtosis(x),8151704
mean(x),174013
sum(x),84375
kurtosis(x),8225030
mean(x),165695
sum(x),79849
sd(x),547511
kurt5(x),14365960
skew4(x),8629542
skew4(x),8927218
skew4(x),8735587
kurtosis(x),8577496
sum(x),86834
sd3(x),1045920
sd3(x),854662
sum(x),79917
skewness(x),7977447
mean(x),165007
sum(x),79708
sd3(x),929367
dumbk(x),16811107
sum(x),80335
sd(x),459953
sd(x),457866
kurtosis(x),9585728
dumbk(x),16848521
sum(x),80671
sum(x),79554
skewness(x),8127404
sum(x),79994
sd(x),469194
sum(x),79702
sd(x),459040
sum(x),79838
kurt5(x),14400634
skew4(x),8587607
skew4(x),9337857
kurt5(x),15048515
mean(x),189850
sum(x),81454
sd(x),489965
sd(x),459234
dumbk(x),16851628
kurt5(x),14413323
kurt5(x),14652687
skew4(x),8004711
sd(x),472898
dumbk(x),18340347
sum(x),80449
sd(x),484494
sum(x),80011
dumbk(x),16704634
kurtosis(x),8067672
kurt5(x),14403856
sd(x),472580
sd3(x),859917
mean(x),166921
dumbk(x),17715863
sd(x),460754
skewness(x),9572338
sum(x),84906
sum(x),84180
skew4(x),8310285
kurtosis(x),8088451
kurt5(x),14387192
dumbk(x),16549495
sum(x),80332
dumbk(x),16643466
dumbk(x),18002399
kurt5(x),14624576
sum(x),82468
sd3(x),859681
kurt5(x),14579049
mean(x),168001
skew4(x),8135060
sd(x),473334
sd3(x),856074
kurt5(x),14642704
sum(x),80562
kurt5(x),14374555
dumbk(x),16743431
kurtosis(x),8079148
skew4(x),8291871
skewness(x),9623267
skewness(x),8298071
sd3(x),868087
skewness(x),9660710
dumbk(x),17017131
mean(x),163705
skew4(x),8175826
sd3(x),857252
sd(x),465345
sd3(x),855465
sum(x),79883
sd3(x),853868
skew4(x),8071217
skew4(x),8097453
mean(x),164284
sd3(x),854580
sd(x),461298
dumbk(x),16868299
skewness(x),8164487
kurt5(x),14412369
sd3(x),858973
dumbk(x),18136445
sum(x),80176
skewness(x),8099490
kurt5(x),14419862
dumbk(x),16905069
sum(x),80309
dumbk(x),16730692
dumbk(x),56184237
sd(x),461382
mean(x),162895
mean(x),162014
sd3(x),873539
kurtosis(x),9574172
kurt5(x),15205216
sd3(x),931414
mean(x),185553
dumbk(x),16961361
sum(x),79997
kurtosis(x),8225532
skewness(x),9634307
skewness(x),8101765
skewness(x),7969737
sd3(x),872814
dumbk(x),16978427
kurt5(x),14406866
kurtosis(x),7947552
sd(x),470196
skewness(x),8158855
skewness(x),9584238
kurt5(x),14433184
mean(x),168401
sd(x),483489
dumbk(x),16929959
kurt5(x),14675041
sum(x),80403
mean(x),163990
kurtosis(x),8141405
dumbk(x),16895122
kurtosis(x),9903194
skewness(x),8346742
skew4(x),8126146
skewness(x),8270040
skewness(x),8161846
dumbk(x),17066746
skew4(x),8148627
skewness(x),8298329
sd3(x),900434
mean(x),177139
sd(x),499856
dumbk(x),17979501
skew4(x),8182366
kurt5(x),14303495
sum(x),162189
kurt5(x),14306040
kurtosis(x),8060859
dumbk(x),16647034
mean(x),163212
sd3(x),867863
kurt5(x),14352563
kurt5(x),14323348
sd3(x),854893
sd3(x),856240
skewness(x),9808612
skewness(x),10651896
mean(x),192284
skew4(x),8864826
sd3(x),932447
sd3(x),927518
skewness(x),8537332
sum(x),80263
kurtosis(x),8112598
kurt5(x),14823330
kurtosis(x),8360737
sd3(x),926351
dumbk(x),17106030
sd(x),473462
sd3(x),889229
skewness(x),8136921
mean(x),164371
dumbk(x),18054076
kurt5(x),14372775
sd3(x),882471
dumbk(x),16889444
sum(x),80199
sd(x),460373
sd3(x),864007
sd3(x),854504
sd3(x),880571
sd3(x),855030
kurtosis(x),8118605
mean(x),190689
sd3(x),860662
sd(x),472665
sd(x),458467
skewness(x),8173970
dumbk(x),18229345
sd3(x),870041
kurtosis(x),8167170
sd3(x),860999
kurt5(x),14402001
kurt5(x),14405698
dumbk(x),16685221
sum(x),91615
skew4(x),8050434
kurtosis(x),8249333
sd(x),478460
kurt5(x),14457802
kurtosis(x),8258672
kurt5(x),14553410
sd(x),492981
skewness(x),9497441
skew4(x),8185813
skew4(x),8190697
skew4(x),7992398
sum(x),80222
sd(x),556461
sd3(x),856525
dumbk(x),16774269
sum(x),80046
kurt5(x),16673230
dumbk(x),18121056
kurtosis(x),8043622
mean(x),164368
sum(x),79692
sum(x),79696
skewness(x),9478724
sum(x),80265
dumbk(x),16596153
sum(x),80189
sum(x),79524
kurtosis(x),8011369
sd3(x),1027121
sd3(x),855355
sum(x),79699
mean(x),164627
kurtosis(x),7932688
sd(x),481707
kurtosis(x),7968532
sd(x),469031
kurtosis(x),8155402
sd3(x),867350
kurt5(x),14401462
sum(x),81396
skew4(x),7962190
mean(x),170544
kurt5(x),14469178
skew4(x),8048449
kurt5(x),14310371
skew4(x),8028349
kurtosis(x),9775712
mean(x),165736
skew4(x),8085259
sum(x),90739
kurtosis(x),7993166
mean(x),164479
kurt5(x),14475720
dumbk(x),16726979
kurt5(x),14716463
sd(x),465618
skewness(x),7980115
kurt5(x),14615960
skew4(x),8069749
sd(x),482297
kurtosis(x),8065725
kurtosis(x),9524776
kurtosis(x),8050318
sd(x),480321
sd(x),458869
sd3(x),894182
