expr,time
mean(x),316861
skew4(x),8340355
sd(x),529813
sum(x),86638
mean(x),176350
sum(x),82368
skew4(x),8420687
mean(x),218035
sum(x),84363
skew4(x),8299239
kurt5(x),14549019
kurtosis(x),21795609
sum(x),83878
skew4(x),8093482
dumbk(x),15843924
sum(x),80494
skew4(x),9193129
skewness(x),7425032
sd3(x),750062
kurtosis(x),7304409
sd(x),385175
mean(x),258748
kurt5(x),13906607
sum(x),80714
skewness(x),7443093
sd(x),412767
mean(x),165769
sd3(x),721307
skewness(x),7745455
kurtosis(x),7481946
mean(x),173882
sum(x),84970
kurtosis(x),7383805
mean(x),170453
sum(x),82104
sd(x),399421
kurt5(x),14495640
skew4(x),8431540
skew4(x),8268618
skew4(x),8359165
kurtosis(x),7400724
sum(x),83354
sd3(x),720582
sd3(x),713427
sum(x),82242
skewness(x),7616213
mean(x),164107
sum(x),80101
sd3(x),700088
dumbk(x),28834496
sum(x),80715
sd(x),335961
sd(x),330459
kurtosis(x),7517503
dumbk(x),15750873
sum(x),82994
sum(x),82132
skewness(x),7841988
sum(x),83305
sd(x),462927
sum(x),82339
sd(x),340912
sum(x),82173
kurt5(x),14337418
skew4(x),8157286
skew4(x),8044743
kurt5(x),14138604
mean(x),173557
sum(x),80685
sd(x),353942
sd(x),329099
dumbk(x),15227874
kurt5(x),13904042
kurt5(x),14033010
skew4(x),7998412
sd(x),336571
dumbk(x),15162165
sum(x),80734
sd(x),333697
sum(x),80154
dumbk(x),15113509
kurtosis(x),7296980
kurt5(x),14929831
sd(x),411356
sd3(x),778017
mean(x),184933
dumbk(x),15345008
sd(x),332305
skewness(x),7438725
sum(x),80516
sum(x),80066
skew4(x),8105146
kurtosis(x),7475374
kurt5(x),13996898
dumbk(x),15163680
sum(x),80794
dumbk(x),15150083
dumbk(x),15188914
kurt5(x),14108269
sum(x),81069
sd3(x),719611
kurt5(x),13891754
mean(x),164626
skew4(x),8080974
sd(x),341999
sd3(x),697043
kurt5(x),14744172
sum(x),93567
kurt5(x),14369223
dumbk(x),15467243
kurtosis(x),7441291
skew4(x),7973050
skewness(x),7521904
skewness(x),7759028
sd3(x),720211
skewness(x),7604825
dumbk(x),15147156
mean(x),163691
skew4(x),8020011
sd3(x),696292
sd(x),337767
sd3(x),759847
sum(x),80838
sd3(x),696362
skew4(x),8127929
skew4(x),7997959
mean(x),164492
sd3(x),713989
sd(x),334554
dumbk(x),15181327
skewness(x),7478518
kurt5(x),13862887
sd3(x),798407
dumbk(x),15502161
sum(x),132375
skewness(x),7489335
kurt5(x),14176075
dumbk(x),15541956
sum(x),82950
dumbk(x),16048910
dumbk(x),15385239
sd(x),333392
mean(x),162828
mean(x),162150
sd3(x),734474
kurtosis(x),7269362
kurt5(x),14185237
sd3(x),716838
mean(x),165810
dumbk(x),15122254
sum(x),80581
kurtosis(x),7216332
skewness(x),7477317
skewness(x),7446051
skewness(x),7436572
sd3(x),713976
dumbk(x),15294763
kurt5(x),14192879
kurtosis(x),7286989
sd(x),357053
skewness(x),7476928
skewness(x),7784934
kurt5(x),14057799
mean(x),170087
sd(x),373558
dumbk(x),15242982
kurt5(x),15390077
sum(x),113602
mean(x),185310
kurtosis(x),7658324
dumbk(x),15287862
kurtosis(x),7262129
skewness(x),7627932
skew4(x),8127200
skewness(x),7926456
skewness(x),7482480
dumbk(x),15236549
skew4(x),8103632
skewness(x),7395276
sd3(x),717741
mean(x),194620
sd(x),350720
dumbk(x),15710017
skew4(x),8166803
kurt5(x),13956862
sum(x),90087
kurt5(x),13900181
kurtosis(x),7638521
dumbk(x),15562924
mean(x),162820
sd3(x),732957
kurt5(x),13928450
kurt5(x),13950387
sd3(x),776831
sd3(x),694178
skewness(x),7684695
skewness(x),7337745
mean(x),163129
skew4(x),8139014
sd3(x),695333
sd3(x),694530
skewness(x),7643534
sum(x),112745
kurtosis(x),7607793
kurt5(x),14540188
kurtosis(x),7289983
sd3(x),734700
dumbk(x),15713319
sd(x),345637
sd3(x),727565
skewness(x),7765623
mean(x),173967
dumbk(x),15871102
kurt5(x),14521715
sd3(x),718822
dumbk(x),15644200
sum(x),83151
sd(x),343291
sd3(x),783598
sd3(x),713545
sd3(x),712229
sd3(x),712347
kurtosis(x),7437977
mean(x),168382
sd3(x),716830
sd(x),354512
sd(x),339535
skewness(x),7970218
dumbk(x),15531248
sd3(x),749549
kurtosis(x),7409561
sd3(x),717591
kurt5(x),14388600
kurt5(x),14273127
dumbk(x),15107984
sum(x),80729
skew4(x),7966556
kurtosis(x),8146323
sd(x),382839
kurt5(x),14349381
kurtosis(x),7449114
kurt5(x),14152297
sd(x),364021
skewness(x),7455805
skew4(x),7990631
skew4(x),8096762
skew4(x),8313934
sum(x),81107
sd(x),357937
sd3(x),697833
dumbk(x),15124638
sum(x),80655
kurt5(x),13986104
dumbk(x),15238250
kurtosis(x),7486930
mean(x),163669
sum(x),80721
sum(x),79794
skewness(x),7437947
sum(x),80235
dumbk(x),15151671
sum(x),80581
sum(x),80276
kurtosis(x),7236569
sd3(x),710076
sd3(x),739429
sum(x),83110
mean(x),170472
kurtosis(x),8230152
sd(x),395624
kurtosis(x),7693816
sd(x),389881
kurtosis(x),7711047
sd3(x),750627
kurt5(x),14942026
sum(x),91890
skew4(x),8346829
mean(x),182879
kurt5(x),14530293
skew4(x),8086080
kurt5(x),14024294
skew4(x),8081670
kurtosis(x),7228383
mean(x),163953
skew4(x),8208138
sum(x),81859
kurtosis(x),7625237
mean(x),165227
kurt5(x),13948009
dumbk(x),15315979
kurt5(x),14029513
sd(x),434220
skewness(x),7450259
kurt5(x),14010834
skew4(x),8142635
sd(x),380030
kurtosis(x),7250905
kurtosis(x),7219535
kurtosis(x),7672482
sd(x),376421
sd(x),335672
sd3(x),709359
skewness(x),7348227
dumbk(x),15082255
sd3(x),724793
kurtosis(x),7320503
sd3(x),702157
sum(x),80729
sd3(x),695643
skewness(x),7329524
dumbk(x),15411814
kurt5(x),13881112
kurt5(x),13963116
skewness(x),7350360
skewness(x),7823460
sd3(x),706290
mean(x),164093
dumbk(x),15113332
sd(x),397781
skewness(x),7325365
mean(x),163079
mean(x),162303
sd(x),335706
dumbk(x),15145184
sum(x),80908
skew4(x),8057320
mean(x),162906
skewness(x),7643570
sum(x),80309
skew4(x),8089142
skew4(x),7973556
kurtosis(x),7280341
kurtosis(x),7707945
dumbk(x),16657322
sd3(x),728961
kurt5(x),16079082
sum(x),111167
mean(x),214754
sd3(x),893035
kurt5(x),18013136
kurt5(x),20660669
kurtosis(x),8447070
sd3(x),749504
dumbk(x),18671751
mean(x),167503
sd3(x),728811
skewness(x),10907491
dumbk(x),22090187
kurtosis(x),8449739
kurt5(x),19779820
mean(x),227337
skew4(x),13444361
skewness(x),8758156
kurtosis(x),12091467
kurtosis(x),8892427
skew4(x),12792917
skewness(x),12215031
skew4(x),8848178
kurt5(x),19128279
sum(x),93125
skew4(x),12816848
kurtosis(x),7921161
dumbk(x),22112575
kurt5(x),19793253
sd(x),473385
dumbk(x),21082267
sd3(x),752830
kurtosis(x),40727093
sum(x),87279
kurt5(x),19031103
kurt5(x),19342953
kurtosis(x),11847240
sum(x),150160
sd(x),699058
sd3(x),813485
kurt5(x),19897776
dumbk(x),24754714
sum(x),90745
sum(x),89414
skew4(x),9508650
mean(x),495576
kurt5(x),21856162
dumbk(x),24254464
skew4(x),10211152
kurtosis(x),11675515
sd3(x),1220007
sum(x),376878
dumbk(x),23487117
skew4(x),10448219
sd(x),440150
kurt5(x),20474161
dumbk(x),23076989
dumbk(x),23581738
sum(x),89270
mean(x),177892
sd(x),499513
skewness(x),12040229
skew4(x),8794930
mean(x),185883
kurt5(x),18812378
kurtosis(x),11837736
mean(x),230882
sd(x),515254
kurtosis(x),8230432
skewness(x),11860117
skewness(x),7954500
kurtosis(x),11955769
kurt5(x),18361013
skewness(x),8723922
