expr,time
mean(x),256908
skew4(x),9144646
sd(x),11815694
sum(x),119639
mean(x),244109
sum(x),108490
skew4(x),9141567
mean(x),165167
sum(x),79974
skew4(x),8996389
kurt5(x),15919621
kurtosis(x),8344862
sum(x),80534
skew4(x),9052932
dumbk(x),17440555
sum(x),80333
skew4(x),8916665
skewness(x),8303109
sd3(x),1150716
kurtosis(x),8127873
sd(x),476501
mean(x),164108
kurt5(x),15828224
sum(x),80175
skewness(x),8308753
sd(x),469083
mean(x),163954
sd3(x),1118597
skewness(x),8448764
kurtosis(x),8263011
mean(x),164896
sum(x),79894
kurtosis(x),8154423
mean(x),164019
sum(x),79869
sd(x),481523
kurt5(x),16369159
skew4(x),8949336
skew4(x),8925195
skew4(x),8968423
kurtosis(x),8350920
sum(x),80131
sd3(x),1142774
sd3(x),1113869
sum(x),79798
skewness(x),10203500
mean(x),165279
sum(x),79936
sd3(x),1126801
dumbk(x),17232098
sum(x),80263
sd(x),460625
sd(x),459934
kurtosis(x),8219552
dumbk(x),17073619
sum(x),80238
sum(x),79861
skewness(x),8319229
sum(x),80114
sd(x),465301
sum(x),79674
sd(x),472300
sum(x),79832
kurt5(x),15813360
skew4(x),8945201
skew4(x),8857571
kurt5(x),15883966
mean(x),167418
sum(x),80165
sd(x),463950
sd(x),458401
dumbk(x),17066314
kurt5(x),15821604
kurt5(x),15911557
skew4(x),9017520
sd(x),466511
dumbk(x),18849263
sum(x),102252
sd(x),459657
sum(x),79941
dumbk(x),17312182
kurtosis(x),8572254
kurt5(x),16269831
sd(x),483829
sd3(x),1159985
mean(x),182079
dumbk(x),19494291
sd(x),567829
skewness(x),9507822
sum(x),86960
sum(x),86488
skew4(x),9721352
kurtosis(x),8841145
kurt5(x),17328066
dumbk(x),18731101
sum(x),87325
dumbk(x),20111345
dumbk(x),18020338
kurt5(x),15880928
sum(x),80205
sd3(x),1119367
kurt5(x),15841082
mean(x),164680
skew4(x),8941845
sd(x),466374
sd3(x),1115269
kurt5(x),16036514
sum(x),80069
kurt5(x),15873399
dumbk(x),17440236
kurtosis(x),8241871
skew4(x),9200688
skewness(x),8549703
skewness(x),8476548
sd3(x),1129429
skewness(x),8411907
dumbk(x),19113583
mean(x),163105
skew4(x),8930452
sd3(x),1115326
sd(x),462912
sd3(x),1114709
sum(x),80008
sd3(x),1138095
skew4(x),8863139
skew4(x),8862493
mean(x),164212
sd3(x),1114056
sd(x),461789
dumbk(x),17086335
skewness(x),8289578
kurt5(x),16395832
sd3(x),1213778
dumbk(x),17528185
sum(x),80616
skewness(x),8422047
kurt5(x),15824444
dumbk(x),17122815
sum(x),80436
dumbk(x),18875832
dumbk(x),20055195
sd(x),496750
mean(x),167358
mean(x),166031
sd3(x),1164574
kurtosis(x),8480448
kurt5(x),17281348
sd3(x),1149474
mean(x),175931
dumbk(x),17674113
sum(x),82286
kurtosis(x),8139325
skewness(x),8772511
skewness(x),9018353
skewness(x),10010940
sd3(x),1171324
dumbk(x),17466385
kurt5(x),16722269
kurtosis(x),8608835
sd(x),538408
skewness(x),8916663
skewness(x),8411553
kurt5(x),15967464
mean(x),166093
sd(x),480305
dumbk(x),17409782
kurt5(x),16608413
sum(x),81477
mean(x),164980
kurtosis(x),8454418
dumbk(x),19987521
kurtosis(x),8294743
skewness(x),8533037
skew4(x),10657425
skewness(x),9099905
skewness(x),9090602
dumbk(x),18045451
skew4(x),9120488
skewness(x),9433692
sd3(x),1262656
mean(x),169096
sd(x),488403
dumbk(x),17517858
skew4(x),8979895
kurt5(x),15949993
sum(x),80491
kurt5(x),16436707
kurtosis(x),10099998
dumbk(x),17212898
mean(x),163291
sd3(x),1136456
kurt5(x),16464064
kurt5(x),15958615
sd3(x),1116574
sd3(x),1127355
skewness(x),8382197
skewness(x),8345825
mean(x),166755
skew4(x),8872495
sd3(x),1114203
sd3(x),1136044
skewness(x),8413524
sum(x),80114
kurtosis(x),8121706
kurt5(x),15883439
kurtosis(x),8123283
sd3(x),1121983
dumbk(x),18522945
sd(x),597169
sd3(x),1385652
skewness(x),12136414
mean(x),213012
dumbk(x),20210213
kurt5(x),18489966
sd3(x),1124028
dumbk(x),17292592
sum(x),80078
sd(x),460240
sd3(x),1167713
sd3(x),1113394
sd3(x),1112697
sd3(x),1153387
kurtosis(x),8180936
mean(x),173069
sd3(x),1118349
sd(x),464613
sd(x),459069
skewness(x),8361466
dumbk(x),17273076
sd3(x),1128476
kurtosis(x),8171695
sd3(x),112e4
kurt5(x),15969637
kurt5(x),15827487
dumbk(x),19839637
sum(x),80576
skew4(x),8971499
kurtosis(x),8199466
sd(x),470523
kurt5(x),15857259
kurtosis(x),8146869
kurt5(x),15950867
sd(x),499225
skewness(x),8570924
skew4(x),8942970
skew4(x),8915316
skew4(x),9843130
sum(x),83556
sd(x),486936
sd3(x),1119136
dumbk(x),17283396
sum(x),80073
kurt5(x),16174334
dumbk(x),17360379
kurtosis(x),8369683
mean(x),165907
sum(x),79912
sum(x),79699
skewness(x),10024346
sum(x),82723
dumbk(x),17099443
sum(x),80174
sum(x),79809
kurtosis(x),8163402
sd3(x),1131816
sd3(x),1136940
sum(x),79770
mean(x),164024
kurtosis(x),8204878
sd(x),478627
kurtosis(x),8265500
sd(x),509583
kurtosis(x),8481973
sd3(x),1130316
kurt5(x),16082995
sum(x),80359
skew4(x),8969671
mean(x),168368
kurt5(x),15865440
skew4(x),8903649
kurt5(x),15869797
skew4(x),11045531
kurtosis(x),8740969
mean(x),164451
skew4(x),8983458
sum(x),80399
kurtosis(x),8401302
mean(x),168594
kurt5(x),16065154
dumbk(x),18817991
kurt5(x),16663261
sd(x),494526
skewness(x),8748629
kurt5(x),16482587
skew4(x),8964697
sd(x),487392
kurtosis(x),8273596
kurtosis(x),8355676
kurtosis(x),8287198
sd(x),482987
sd(x),460168
sd3(x),1154276
skewness(x),8306386
dumbk(x),17877538
sd3(x),1128883
kurtosis(x),8371395
sd3(x),1155828
sum(x),80093
sd3(x),1114955
skewness(x),8451913
dumbk(x),18818009
kurt5(x),15842354
kurt5(x),15905420
skewness(x),8354530
skewness(x),8452673
sd3(x),1125807
mean(x),165181
dumbk(x),18004671
sd(x),459651
skewness(x),8464926
mean(x),163786
mean(x),161683
sd(x),464139
dumbk(x),17323234
sum(x),80189
skew4(x),8957147
mean(x),163307
skewness(x),8400760
sum(x),79761
skew4(x),8941438
skew4(x),8876865
kurtosis(x),9811252
kurtosis(x),8408179
dumbk(x),17394829
sd3(x),1169516
kurt5(x),16087041
sum(x),80721
mean(x),165019
sd3(x),1137976
kurt5(x),16152181
kurt5(x),15907254
kurtosis(x),8228915
sd3(x),1120065
dumbk(x),17222095
mean(x),162774
sd3(x),1124525
skewness(x),8325740
dumbk(x),17313373
kurtosis(x),9807220
kurt5(x),16026710
mean(x),167133
skew4(x),8911723
skewness(x),8413021
kurtosis(x),8209249
kurtosis(x),8457340
skew4(x),9175073
skewness(x),8377678
skew4(x),9070861
kurt5(x),18973455
sum(x),114959
skew4(x),10988689
kurtosis(x),10022293
dumbk(x),21001048
kurt5(x),19465546
sd(x),568486
dumbk(x),21044740
sd3(x),1381530
kurtosis(x),11004348
sum(x),87285
kurt5(x),17220218
kurt5(x),17251139
kurtosis(x),8874686
sum(x),86942
sd(x),525671
sd3(x),1214276
kurt5(x),17262627
dumbk(x),17931016
sum(x),80231
sum(x),79674
skew4(x),8989722
mean(x),251006
kurt5(x),16046567
dumbk(x),17238458
skew4(x),8861228
kurtosis(x),8131981
sd3(x),1118417
sum(x),80063
dumbk(x),17415499
skew4(x),8875545
sd(x),461202
kurt5(x),15790719
dumbk(x),18763483
dumbk(x),17312896
sum(x),80122
mean(x),162305
sd(x),461438
skewness(x),8484158
skew4(x),8936557
mean(x),165553
kurt5(x),16266736
kurtosis(x),8216641
mean(x),179490
sd(x),524568
kurtosis(x),8199517
skewness(x),8344809
skewness(x),8317691
kurtosis(x),8140104
kurt5(x),16028463
skewness(x),10884405
sd3(x),1168025
kurt5(x),16464427
kurtosis(x),9840337
mean(x),167213
sd(x),527530
skew4(x),9018294
sd(x),464509
kurt5(x),16090226
skewness(x),8390873
sd3(x),1122886
skew4(x),8909503
sd(x),470852
kurt5(x),16186201
sd3(x),1115552
kurtosis(x),8225905
sum(x),80242
skew4(x),8908746
mean(x),165463
dumbk(x),17249067
dumbk(x),17407958
skewness(x),8361515
mean(x),163784
kurtosis(x),8145716
sd(x),474905
sd3(x),1135784
