expr,time
mean(x),332576
skew4(x),13315457
sd(x),474759
sum(x),184975
mean(x),283962
sum(x),81184
skew4(x),13090913
mean(x),183650
sum(x),81151
skew4(x),13450152
kurt5(x),13687117
kurtosis(x),7850838
sum(x),81818
skew4(x),13296877
dumbk(x),16209337
sum(x),85074
skew4(x),13240605
skewness(x),7916382
sd3(x),974298
kurtosis(x),8870837
sd(x),395997
mean(x),171741
kurt5(x),13900661
sum(x),83931
skewness(x),8139045
sd(x),426205
mean(x),173569
sd3(x),898781
skewness(x),7793266
kurtosis(x),7564609
mean(x),167192
sum(x),80462
kurtosis(x),7524038
mean(x),168846
sum(x),82567
sd(x),416373
kurt5(x),13788451
skew4(x),13197701
skew4(x),13264180
skew4(x),13339939
kurtosis(x),7756632
sum(x),88813
sd3(x),904287
sd3(x),871671
sum(x),82354
skewness(x),7766618
mean(x),169156
sum(x),82340
sd3(x),876499
dumbk(x),30726885
sum(x),83664
sd(x),352551
sd(x),340824
kurtosis(x),7681754
dumbk(x),15930024
sum(x),83501
sum(x),82523
skewness(x),7863778
sum(x),84864
sd(x),370866
sum(x),84671
sd(x),350775
sum(x),84724
kurt5(x),13791458
skew4(x),13066875
skew4(x),13408649
kurt5(x),14218080
mean(x),237920
sum(x),97072
sd(x),416534
sd(x),393699
dumbk(x),16654442
kurt5(x),13715875
kurt5(x),13697176
skew4(x),13084101
sd(x),376078
dumbk(x),16195042
sum(x),81296
sd(x),336640
sum(x),80148
dumbk(x),15780649
kurtosis(x),7645054
kurt5(x),13498196
sd(x),370055
sd3(x),876001
mean(x),170298
dumbk(x),16115261
sd(x),341928
skewness(x),7840128
sum(x),85452
sum(x),84589
skew4(x),13313622
kurtosis(x),7736508
kurt5(x),13381583
dumbk(x),15875556
sum(x),83006
dumbk(x),15914695
dumbk(x),15743937
kurt5(x),13545821
sum(x),81683
sd3(x),921385
kurt5(x),13639616
mean(x),168126
skew4(x),13130352
sd(x),570753
sd3(x),906122
kurt5(x),13706259
sum(x),83866
kurt5(x),13582414
dumbk(x),16003956
kurtosis(x),7661337
skew4(x),13122569
skewness(x),7718907
skewness(x),7737497
sd3(x),883890
skewness(x),7695110
dumbk(x),15554291
mean(x),167511
skew4(x),13095889
sd3(x),853507
sd(x),347077
sd3(x),849478
sum(x),80852
sd3(x),1104178
skew4(x),12942678
skew4(x),13175642
mean(x),169357
sd3(x),854046
sd(x),397321
dumbk(x),15809505
skewness(x),7589054
kurt5(x),13664601
sd3(x),852430
dumbk(x),15431408
sum(x),80896
skewness(x),7791385
kurt5(x),14444754
dumbk(x),16301354
sum(x),113250
dumbk(x),16560834
dumbk(x),17952001
sd(x),347207
mean(x),168057
mean(x),166698
sd3(x),918398
kurtosis(x),7747096
kurt5(x),14056403
sd3(x),875592
mean(x),173613
dumbk(x),16148738
sum(x),83610
kurtosis(x),7466638
skewness(x),7763427
skewness(x),7827798
skewness(x),7733329
sd3(x),892455
dumbk(x),16136501
kurt5(x),14497374
kurtosis(x),7655170
sd(x),483550
skewness(x),7540902
skewness(x),7950033
kurt5(x),13649919
mean(x),171149
sd(x),374197
dumbk(x),16254804
kurt5(x),15083808
sum(x),91689
mean(x),181749
kurtosis(x),7626880
dumbk(x),15936064
kurtosis(x),7769182
skewness(x),7778903
skew4(x),14695475
skewness(x),8191374
skewness(x),7920028
dumbk(x),16210162
skew4(x),13339513
skewness(x),7799212
sd3(x),956966
mean(x),241903
sd(x),381981
dumbk(x),15999168
skew4(x),13416548
kurt5(x),13514573
sum(x),118747
kurt5(x),13582034
kurtosis(x),7693783
dumbk(x),16111722
mean(x),167252
sd3(x),911363
kurt5(x),13532676
kurt5(x),13608594
sd3(x),861563
sd3(x),847829
skewness(x),7638970
skewness(x),7482411
mean(x),163112
skew4(x),13130570
sd3(x),872443
sd3(x),848853
skewness(x),7596992
sum(x),80796
kurtosis(x),7479158
kurt5(x),13585773
kurtosis(x),7552267
sd3(x),875902
dumbk(x),15560299
sd(x),387696
sd3(x),882486
skewness(x),7471757
mean(x),246437
dumbk(x),15916371
kurt5(x),13759282
sd3(x),927602
dumbk(x),16220475
sum(x),83206
sd(x),343144
sd3(x),904372
sd3(x),1022112
sd3(x),962797
sd3(x),891909
kurtosis(x),7676411
mean(x),169530
sd3(x),896940
sd(x),383751
sd(x),348801
skewness(x),7790554
dumbk(x),15931954
sd3(x),935905
kurtosis(x),7750260
sd3(x),907013
kurt5(x),13792525
kurt5(x),13907767
dumbk(x),16114434
sum(x),85412
skew4(x),13293025
kurtosis(x),7718255
sd(x),375868
kurt5(x),14078588
kurtosis(x),7772745
kurt5(x),14221270
sd(x),427822
skewness(x),7676042
skew4(x),13500648
skew4(x),13364977
skew4(x),13115960
sum(x),86539
sd(x),469392
sd3(x),899978
dumbk(x),16144229
sum(x),83291
kurt5(x),13819235
dumbk(x),16112875
kurtosis(x),7695550
mean(x),169153
sum(x),82644
sum(x),82256
skewness(x),7878746
sum(x),83348
dumbk(x),16025590
sum(x),85220
sum(x),84527
kurtosis(x),7717829
sd3(x),887301
sd3(x),896735
sum(x),82856
mean(x),171177
kurtosis(x),7700171
sd(x),384914
kurtosis(x),7760872
sd(x),366603
kurtosis(x),7596375
sd3(x),888923
kurt5(x),13642096
sum(x),80928
skew4(x),13254432
mean(x),176649
kurt5(x),13620593
skew4(x),13296120
kurt5(x),13460247
skew4(x),13209230
kurtosis(x),7644457
mean(x),168979
skew4(x),15801920
sum(x),110547
kurtosis(x),8454980
mean(x),180461
kurt5(x),13938170
dumbk(x),16601859
kurt5(x),14016673
sd(x),364425
skewness(x),8033965
kurt5(x),13866109
skew4(x),12819961
sd(x),363611
kurtosis(x),7625583
kurtosis(x),7736645
kurtosis(x),7687066
sd(x),389970
sd(x),341170
sd3(x),915140
skewness(x),7777321
dumbk(x),17054535
sd3(x),886850
kurtosis(x),7668495
sd3(x),917525
sum(x),80855
sd3(x),848701
skewness(x),7925429
dumbk(x),16240236
kurt5(x),13934411
kurt5(x),13990164
skewness(x),7668027
skewness(x),7652991
sd3(x),861623
mean(x),164457
dumbk(x),15882232
sd(x),337927
skewness(x),7830831
mean(x),169254
mean(x),166610
sd(x),364994
dumbk(x),15900165
sum(x),82953
skew4(x),13028316
mean(x),166069
skewness(x),9162666
sum(x),85678
skew4(x),13270327
skew4(x),13457827
kurtosis(x),7668348
kurtosis(x),7556701
dumbk(x),15918119
sd3(x),890433
kurt5(x),13689140
sum(x),83792
mean(x),171052
sd3(x),945646
kurt5(x),13484808
kurt5(x),14452181
kurtosis(x),8601949
sd3(x),1042854
dumbk(x),16329292
mean(x),167786
sd3(x),906584
skewness(x),7808924
dumbk(x),15903360
kurtosis(x),7640978
kurt5(x),13771293
mean(x),176535
skew4(x),13132994
skewness(x),8350768
kurtosis(x),8053176
kurtosis(x),7713393
skew4(x),13635970
skewness(x),7697149
skew4(x),13901429
kurt5(x),15564028
sum(x),96808
skew4(x),14957045
kurtosis(x),8628544
dumbk(x),17814628
kurt5(x),13849095
sd(x),364932
dumbk(x),15788910
sd3(x),884434
kurtosis(x),22194802
sum(x),143716
kurt5(x),13870457
kurt5(x),13880638
kurtosis(x),7631308
sum(x),83243
sd(x),421657
sd3(x),880161
kurt5(x),14532788
dumbk(x),16124421
sum(x),86078
sum(x),84599
skew4(x),13235821
mean(x),174814
kurt5(x),14218511
dumbk(x),15927246
skew4(x),13070108
kurtosis(x),7691573
sd3(x),855946
sum(x),80656
dumbk(x),15802875
skew4(x),13193072
sd(x),351621
kurt5(x),14163337
dumbk(x),16161230
dumbk(x),15913655
sum(x),81026
mean(x),163082
sd(x),332901
skewness(x),7670114
skew4(x),13230508
mean(x),194366
kurt5(x),13516484
kurtosis(x),7556824
mean(x),170140
sd(x),382440
kurtosis(x),7493527
skewness(x),7838215
skewness(x),7808381
kurtosis(x),7431173
kurt5(x),13608948
skewness(x),7714370
sd3(x),880299
kurt5(x),13911768
kurtosis(x),7653704
mean(x),192584
sd(x),393854
skew4(x),13113814
sd(x),353757
kurt5(x),13770610
skewness(x),8487613
sd3(x),865532
skew4(x),13242043
sd(x),396422
kurt5(x),13692024
sd3(x),876223
kurtosis(x),7586497
sum(x),115118
skew4(x),13912394
mean(x),182062
dumbk(x),16027996
dumbk(x),15691852
skewness(x),7819067
mean(x),184594
kurtosis(x),7714195
sd(x),382806
sd3(x),887531
sd3(x),1067364
kurtosis(x),7723708
skewness(x),7659980
skew4(x),13277595
kurtosis(x),7853452
kurtosis(x),7680214
skewness(x),7818506
sd(x),383616
sum(x),80560
dumbk(x),16215786
skewness(x),7628129
mean(x),169468
sd3(x),887686
sum(x),82769
dumbk(x),15866991
skewness(x),7681362
dumbk(x),15696470
kurt5(x),13797509
sd3(x),886940
sd(x),348688
skew4(x),13238024
mean(x),173822
kurtosis(x),7514824
dumbk(x),16017724
sd(x),343428
sd(x),339909
sd(x),339404
dumbk(x),16842003
kurtosis(x),7675758
kurtosis(x),7762177
skewness(x),7858561
dumbk(x),16114101
mean(x),172757
sd3(x),891824
skew4(x),12846768
mean(x),271256
mean(x),377132
skew4(x),13028380
sd3(x),916166
mean(x),172971
sum(x),85683
