expr,time
sd3(x),1081813
kurt5(x),7452015
mean(x),272215
sum(x),83111
skewness(x),3910825
sum(x),80617
dumbk(x),10218861
kurt5(x),9413955
skewness(x),4001182
mean(x),173361
skewness(x),3820648
kurt5(x),7514746
sum(x),81002
sum(x),79933
sd(x),351959
skewness(x),3786619
sd(x),336606
skewness(x),4471039
sd3(x),1129359
kurt5(x),7658390
mean(x),204789
mean(x),207070
sd3(x),1066795
dumbk(x),11316316
sd(x),309138
dumbk(x),8067651
sd(x),307183
sum(x),125995
sd(x),328918
dumbk(x),9542757
kurtosis(x),4356223
mean(x),165773
kurtosis(x),3795399
skewness(x),3806415
sum(x),80915
sd(x),350151
sum(x),80002
skewness(x),3864784
kurtosis(x),3873185
mean(x),164833
sd3(x),1047164
kurtosis(x),3772176
mean(x),164550
kurt5(x),7479675
mean(x),187061
skewness(x),3752512
kurt5(x),8220480
sd3(x),1014982
dumbk(x),7916823
sd3(x),1018986
mean(x),164018
kurt5(x),7405609
mean(x),163059
kurt5(x),7296990
skew4(x),6778495
sd3(x),1034700
skewness(x),3877753
dumbk(x),8738582
sd3(x),1046986
sd(x),310186
kurt5(x),8641378
skew4(x),6632474
sd3(x),1039539
kurtosis(x),3833782
skew4(x),6528407
sum(x),80661
kurt5(x),8341033
mean(x),189808
skew4(x),6523066
sd3(x),1051981
mean(x),163571
kurt5(x),7690246
kurtosis(x),3780228
sd3(x),1034472
skew4(x),6526708
kurtosis(x),3764045
sd3(x),1034187
skewness(x),4229122
dumbk(x),8338379
kurt5(x),7541992
sd3(x),1031916
dumbk(x),8127717
skewness(x),3834653
sd(x),337647
sum(x),80734
kurtosis(x),4508449
kurtosis(x),3927185
dumbk(x),9088466
sum(x),80819
kurtosis(x),3867948
dumbk(x),8219149
skew4(x),6534703
kurt5(x),7571558
skewness(x),3751179
skew4(x),7206513
skewness(x),4179721
mean(x),165076
sd(x),346967
sd3(x),1041661
sd3(x),1029639
skew4(x),6618612
dumbk(x),8224894
kurt5(x),7521526
dumbk(x),8577720
dumbk(x),8340819
sd3(x),1045122
kurt5(x),8382818
sd3(x),1048470
kurt5(x),7451869
kurt5(x),7456194
sd(x),322138
mean(x),168020
dumbk(x),9051136
skewness(x),4722250
kurt5(x),9626083
sd3(x),1056736
skewness(x),3822059
sum(x),82548
sum(x),81994
kurtosis(x),3939499
sd3(x),1084968
skew4(x),6558994
mean(x),188698
kurt5(x),7866392
sd(x),333983
sd3(x),1045400
dumbk(x),8651265
dumbk(x),8249307
skewness(x),3858949
dumbk(x),9067596
sd(x),308788
sd(x),306230
dumbk(x),8496950
dumbk(x),8020906
skewness(x),4036782
skewness(x),3715013
kurtosis(x),3693545
skewness(x),3689287
sum(x),81013
mean(x),164774
sd3(x),1027635
sum(x),80213
sd(x),331789
skew4(x),6428589
sum(x),80098
skewness(x),3742622
kurtosis(x),4280215
skew4(x),6578934
sd(x),327198
sum(x),80290
sum(x),79898
kurt5(x),8257051
dumbk(x),8101934
sd(x),304439
kurt5(x),7497377
sd(x),331390
kurtosis(x),3838379
kurtosis(x),4932075
mean(x),168318
kurtosis(x),3848916
kurt5(x),8428695
skewness(x),4307312
dumbk(x),8094247
dumbk(x),8158249
skew4(x),7070760
sd3(x),1193932
skew4(x),6934912
dumbk(x),11366164
skewness(x),4241668
mean(x),225573
mean(x),167481
mean(x),166467
kurtosis(x),3832102
skewness(x),3798392
sum(x),81138
sd3(x),1046447
dumbk(x),8484958
sd3(x),1045054
sd(x),332175
sum(x),80373
sd(x),307330
sd3(x),1031265
sd3(x),1029640
kurt5(x),7590909
kurtosis(x),4209372
skew4(x),6661142
sum(x),104312
mean(x),168705
skew4(x),7723873
sd3(x),1062032
dumbk(x),8644585
sd(x),312229
sum(x),80600
sum(x),80235
mean(x),163228
kurt5(x),7532296
dumbk(x),8270861
sd3(x),1501256
kurt5(x),7993409
sd(x),342656
kurt5(x),7464604
dumbk(x),8724726
sum(x),80724
skewness(x),3836109
skew4(x),6685102
sd3(x),1033265
skewness(x),3828014
skew4(x),7132627
sum(x),83829
sd(x),344544
sd3(x),1041316
sum(x),82237
kurt5(x),7461496
mean(x),172704
skew4(x),7127106
sd3(x),1033338
kurt5(x),8561758
sd3(x),1106797
