expr,time
mean(x),381930
skew4(x),17464425
sd(x),605565
sum(x),84214
mean(x),216236
sum(x),89465
skew4(x),15533926
mean(x),187810
sum(x),83322
skew4(x),15254452
kurt5(x),15513776
kurtosis(x),8636477
sum(x),82652
skew4(x),14353083
dumbk(x),17360525
sum(x),80253
skew4(x),14121680
skewness(x),8341008
sd3(x),881495
kurtosis(x),8364875
sd(x),488116
mean(x),165429
kurt5(x),14849737
sum(x),80164
skewness(x),8333240
sd(x),472150
mean(x),164820
sd3(x),852410
skewness(x),8302184
kurtosis(x),8391095
mean(x),164932
sum(x),79755
kurtosis(x),8212827
mean(x),164046
sum(x),79777
sd(x),481989
kurt5(x),15460340
skew4(x),14586021
skew4(x),14245886
skew4(x),14238746
kurtosis(x),8240835
sum(x),80244
sd3(x),854611
sd3(x),886092
sum(x),79813
skewness(x),10000228
mean(x),165206
sum(x),79864
sd3(x),854416
dumbk(x),17369476
sum(x),102701
sd(x),471955
sd(x),458636
kurtosis(x),8177405
dumbk(x),19152275
sum(x),98797
sum(x),97854
skewness(x),9305116
sum(x),87288
sd(x),508006
sum(x),86638
sd(x),497966
sum(x),86564
kurt5(x),16372725
skew4(x),14142228
skew4(x),14029248
kurt5(x),14774349
mean(x),175462
sum(x),80470
sd(x),473377
sd(x),459677
dumbk(x),17141227
kurt5(x),14848637
kurt5(x),14853705
skew4(x),14721761
sd(x),483023
dumbk(x),18891821
sum(x),80108
sd(x),459831
sum(x),79789
dumbk(x),17095627
kurtosis(x),8151868
kurt5(x),14970051
sd(x),468459
sd3(x),850494
mean(x),166291
dumbk(x),17835169
sd(x),462142
skewness(x),8826722
sum(x),81111
sum(x),79714
skew4(x),14261762
kurtosis(x),8315345
kurt5(x),15010420
dumbk(x),17497647
sum(x),84789
dumbk(x),18914440
dumbk(x),17175077
kurt5(x),15652955
sum(x),105317
sd3(x),1091188
kurt5(x),15696519
mean(x),176873
skew4(x),14728082
sd(x),513841
sd3(x),872368
kurt5(x),15315207
sum(x),82487
kurt5(x),15758971
dumbk(x),17458088
kurtosis(x),8401948
skew4(x),14483933
skewness(x),8442709
skewness(x),8352867
sd3(x),859422
skewness(x),8353034
dumbk(x),19256206
mean(x),162563
skew4(x),14478067
sd3(x),851894
sd(x),471434
sd3(x),873751
sum(x),80231
sd3(x),848029
skew4(x),14258355
skew4(x),14227792
mean(x),169404
sd3(x),848343
sd(x),464441
dumbk(x),17171834
skewness(x),8313814
kurt5(x),14826549
sd3(x),852324
dumbk(x),17129627
sum(x),80062
skewness(x),9329968
kurt5(x),15074678
dumbk(x),17376280
sum(x),80230
dumbk(x),18706178
dumbk(x),17129775
sd(x),460548
mean(x),162245
mean(x),161654
sd3(x),864102
kurtosis(x),8133041
kurt5(x),14826895
sd3(x),851059
mean(x),164418
dumbk(x),17144225
sum(x),80766
kurtosis(x),8133909
skewness(x),8339279
skewness(x),8344206
skewness(x),9962292
sd3(x),859747
dumbk(x),17120876
kurt5(x),14809474
kurtosis(x),8133597
sd(x),467087
skewness(x),8328929
skewness(x),8346563
kurt5(x),14857558
mean(x),166730
sd(x),475061
dumbk(x),17103436
kurt5(x),14802938
sum(x),80207
mean(x),162993
kurtosis(x),8132295
dumbk(x),19652945
kurtosis(x),8159854
skewness(x),8574245
skew4(x),14426029
skewness(x),8345531
skewness(x),8319612
dumbk(x),17249956
skew4(x),14182975
skewness(x),8310683
sd3(x),853317
mean(x),163583
sd(x),468832
dumbk(x),17380147
skew4(x),14503317
kurt5(x),14929383
sum(x),81100
kurt5(x),14932934
kurtosis(x),9706517
dumbk(x),17107737
mean(x),162999
sd3(x),858722
kurt5(x),14851434
kurt5(x),14946159
sd3(x),854497
sd3(x),851233
skewness(x),8318739
skewness(x),8409982
mean(x),164814
skew4(x),14181002
sd3(x),873831
sd3(x),853112
skewness(x),8410256
sum(x),80107
kurtosis(x),8254953
kurt5(x),15451612
kurtosis(x),8805990
sd3(x),865749
dumbk(x),22419434
sd(x),552325
sd3(x),1349797
skewness(x),10873549
mean(x),234434
dumbk(x),22075181
kurt5(x),18225314
sd3(x),969637
dumbk(x),19798202
sum(x),87335
sd(x),560380
sd3(x),933907
sd3(x),926429
sd3(x),920460
sd3(x),962977
kurtosis(x),9338208
mean(x),181911
sd3(x),938431
sd(x),525402
sd(x),499486
skewness(x),9602205
dumbk(x),19204984
sd3(x),955986
kurtosis(x),9173476
sd3(x),931421
kurt5(x),16925474
kurt5(x),17162620
dumbk(x),20626531
sum(x),87400
skew4(x),15460940
kurtosis(x),9736521
sd(x),558244
kurt5(x),16405981
kurtosis(x),8490536
kurt5(x),15549559
sd(x),491661
skewness(x),8484705
skew4(x),14461343
skew4(x),14636488
skew4(x),14451461
sum(x),82618
sd(x),487730
sd3(x),857149
dumbk(x),17786240
sum(x),80748
kurt5(x),15494957
dumbk(x),17533947
kurtosis(x),8334480
mean(x),164969
sum(x),79828
sum(x),79622
skewness(x),9985660
sum(x),83292
dumbk(x),17434373
sum(x),80285
sum(x),79808
kurtosis(x),8434923
sd3(x),862859
sd3(x),876469
sum(x),80030
mean(x),168508
kurtosis(x),8201004
sd(x),483438
kurtosis(x),8373101
sd(x),481577
kurtosis(x),8277117
sd3(x),995667
kurt5(x),14962214
sum(x),81056
skew4(x),14290332
mean(x),170756
kurt5(x),15067168
skew4(x),14278676
kurt5(x),15080304
skew4(x),14299191
kurtosis(x),8228881
mean(x),164609
skew4(x),15715471
sum(x),98534
kurtosis(x),8833119
mean(x),171121
kurt5(x),15472306
dumbk(x),19312898
kurt5(x),16568677
sd(x),542073
skewness(x),9180818
kurt5(x),15303447
skew4(x),14655067
sd(x),478553
kurtosis(x),8392020
kurtosis(x),8146134
kurtosis(x),8334724
sd(x),489684
sd(x),472167
sd3(x),869962
skewness(x),8520970
dumbk(x),17458895
sd3(x),865083
kurtosis(x),8170023
sd3(x),851266
sum(x),79928
sd3(x),853236
skewness(x),8544581
dumbk(x),19174504
kurt5(x),15278032
