expr,time
sd3(x),1073886
kurt5(x),7406137
mean(x),242990
sum(x),82438
skewness(x),3789695
sum(x),80301
dumbk(x),8066065
kurt5(x),7415127
skewness(x),3711683
mean(x),163674
skewness(x),3743080
kurt5(x),7363064
sum(x),94607
sum(x),89613
sd(x),323186
skewness(x),3727999
sd(x),316212
skewness(x),3738361
sd3(x),1044030
kurt5(x),7326337
mean(x),164933
mean(x),162909
sd3(x),1012335
dumbk(x),10870204
sd(x),313191
dumbk(x),7923235
sd(x),308019
sum(x),80652
sd(x),306292
dumbk(x),7931177
kurtosis(x),3684458
mean(x),164341
kurtosis(x),3707859
skewness(x),3704979
sum(x),93652
sd(x),320039
sum(x),80111
skewness(x),3694686
kurtosis(x),3790984
mean(x),167543
sd3(x),1047019
kurtosis(x),3687316
mean(x),163428
kurt5(x),8649565
mean(x),201994
skewness(x),5602568
kurt5(x),8854132
sd3(x),1078481
dumbk(x),8209645
sd3(x),1041090
mean(x),184726
kurt5(x),7837030
mean(x),169888
kurt5(x),7488757
skew4(x),6880492
sd3(x),1034834
skewness(x),3831501
dumbk(x),8592340
sd3(x),1094971
sd(x),363882
kurt5(x),7767912
skew4(x),6779543
sd3(x),1058032
kurtosis(x),3874035
skew4(x),6760039
sum(x),82899
kurt5(x),7713184
mean(x),167720
skew4(x),6639434
sd3(x),1079345
mean(x),192443
kurt5(x),7521349
kurtosis(x),3810340
sd3(x),1036628
skew4(x),7248104
kurtosis(x),5650422
sd3(x),1114936
skewness(x),5425511
dumbk(x),11664862
kurt5(x),8757331
sd3(x),1078655
dumbk(x),8207318
skewness(x),3919996
sd(x),347211
sum(x),92918
kurtosis(x),3840322
kurtosis(x),3789962
dumbk(x),8178014
sum(x),95083
kurtosis(x),3779134
dumbk(x),8055903
skew4(x),6617943
kurt5(x),7478957
skewness(x),3771692
skew4(x),6619418
skewness(x),3840234
mean(x),165082
sd(x),323694
sd3(x),1036105
sd3(x),1030395
skew4(x),6601784
dumbk(x),8051485
kurt5(x),7524974
dumbk(x),8051189
dumbk(x),8217139
sd3(x),1043504
kurt5(x),7476575
sd3(x),1050664
kurt5(x),7528610
kurt5(x),7463389
sd(x),333862
mean(x),164650
dumbk(x),8107436
skewness(x),3808630
kurt5(x),7577849
sd3(x),1013464
skewness(x),3701305
sum(x),89966
sum(x),79987
kurtosis(x),3933681
sd3(x),1021271
skew4(x),6449715
mean(x),165693
kurt5(x),7328405
sd(x),327264
sd3(x),1033330
dumbk(x),7886442
dumbk(x),7898502
skewness(x),3756425
dumbk(x),7910722
sd(x),307986
sd(x),306619
dumbk(x),8195019
dumbk(x),8110912
skewness(x),3822222
skewness(x),3769320
kurtosis(x),3771873
skewness(x),3817383
sum(x),81161
mean(x),164611
sd3(x),1066914
sum(x),80115
sd(x),347234
skew4(x),6961255
sum(x),152384
skewness(x),4745595
kurtosis(x),5010494
skew4(x),7006452
sd(x),343350
sum(x),82625
sum(x),82036
kurt5(x),7614095
dumbk(x),8121014
sd(x),308647
kurt5(x),7500779
sd(x),308745
kurtosis(x),3887483
kurtosis(x),3769724
mean(x),164888
kurtosis(x),3809272
kurt5(x),7456757
skewness(x),3797287
dumbk(x),8092009
dumbk(x),8354330
skew4(x),6639649
sd3(x),1052398
skew4(x),6592339
dumbk(x),8119933
skewness(x),3760565
mean(x),186949
mean(x),163142
mean(x),162163
kurtosis(x),3808031
skewness(x),3804396
sum(x),81138
sd3(x),1045770
dumbk(x),8396639
sd3(x),1074310
sd(x),334318
sum(x),110562
sd(x),396306
sd3(x),1094207
sd3(x),1218693
kurt5(x),9976141
kurtosis(x),5123989
skew4(x),8493720
sum(x),98963
mean(x),199508
skew4(x),7147966
sd3(x),1523758
dumbk(x),10297155
sd(x),426366
sum(x),106192
sum(x),106106
mean(x),194260
kurt5(x),9581172
dumbk(x),8994965
sd3(x),1315644
kurt5(x),9802210
sd(x),385421
kurt5(x),10107009
dumbk(x),10855474
sum(x),86977
skewness(x),5490849
skew4(x),7965234
sd3(x),1082064
skewness(x),5459611
skew4(x),7696595
sum(x),92717
sd(x),370257
sd3(x),1075825
sum(x),85915
kurt5(x),9251529
mean(x),246796
skew4(x),7195166
sd3(x),1080390
kurt5(x),10852412
sd3(x),1297074
sum(x),105548
sd(x),436013
skewness(x),4130970
mean(x),179001
sum(x),85425
kurt5(x),11148183
skew4(x),7160856
sum(x),137495
kurtosis(x),7228366
skew4(x),6930049
sum(x),90669
kurtosis(x),5698635
dumbk(x),9642622
kurt5(x),9995916
mean(x),303633
kurtosis(x),5207754
skew4(x),8432436
dumbk(x),10008366
sd(x),323020
skewness(x),4878128
sum(x),108283
sum(x),104373
mean(x),213779
sd3(x),1372877
kurt5(x),9670151
sd3(x),1132641
skewness(x),4453268
sum(x),122901
dumbk(x),9577931
sd(x),355186
sd3(x),1081750
skewness(x),4120299
kurtosis(x),5036190
kurtosis(x),5286075
skewness(x),3961998
dumbk(x),10744906
mean(x),186313
sd3(x),1263733
dumbk(x),9742491
skew4(x),7594450
kurt5(x),8162788
skewness(x),5195155
skewness(x),4049399
sum(x),89697
mean(x),180744
kurt5(x),8873526
dumbk(x),9849781
sum(x),84607
mean(x),169925
dumbk(x),11558483
sd3(x),1224818
sum(x),103404
skewness(x),4676178
sd3(x),1288812
kurtosis(x),7409525
kurt5(x),11549177
dumbk(x),12092996
kurtosis(x),5162157
mean(x),287238
kurt5(x),9215459
mean(x),196266
kurt5(x),11556137
kurtosis(x),8536340
kurt5(x),12173429
kurtosis(x),6114678
mean(x),276058
skewness(x),7772293
kurtosis(x),6772394
sd3(x),1383673
dumbk(x),14771865
sum(x),155663
dumbk(x),14740088
sd(x),478254
dumbk(x),13837716
sd3(x),1258793
skew4(x),8485408
sum(x),491757
mean(x),459136
skew4(x),8042074
kurt5(x),9381955
sum(x),356388
sd3(x),1193839
skewness(x),4347956
sd(x),358985
skew4(x),8775469
sum(x),372119
mean(x),373871
kurtosis(x),4761145
kurtosis(x),4160836
kurtosis(x),5299007
sd3(x),1167792
mean(x),200538
sd(x),549413
mean(x),262538
skew4(x),7350646
mean(x),298281
skewness(x),4599874
dumbk(x),11214125
skewness(x),4690185
sum(x),88951
sd3(x),1095402
sum(x),84518
kurt5(x),7900727
sum(x),85310
skew4(x),6920018
skewness(x),4080747
skewness(x),5682118
mean(x),249734
sum(x),121415
mean(x),217645
skew4(x),8361008
sd(x),546338
mean(x),228742
skewness(x),6503589
kurtosis(x),8885986
skew4(x),10708935
sd(x),1425181
mean(x),561826
sum(x),265707
sum(x),199819
sd3(x),1468880
sd(x),517545
sum(x),101502
kurtosis(x),4756309
skew4(x),9687934
mean(x),465980
kurt5(x),10166215
skewness(x),6539433
sd3(x),1419272
skewness(x),4799701
sd3(x),1299862
sd(x),448894
dumbk(x),9392226
sd(x),437147
mean(x),206141
skew4(x),7337393
skewness(x),4621201
sd(x),413824
mean(x),243190
mean(x),201455
sd3(x),1226755
sd(x),341831
dumbk(x),10478643
skewness(x),4738262
dumbk(x),9422934
skewness(x),19038273
skewness(x),4641313
kurt5(x),8341151
kurtosis(x),4210024
skew4(x),6932898
sd3(x),1046039
sd(x),352838
skewness(x),4010971
dumbk(x),8959321
skew4(x),6911277
kurtosis(x),3893570
mean(x),197678
sd(x),320576
skew4(x),6705106
skewness(x),3879770
sum(x),80516
kurtosis(x),3783336
mean(x),168469
sum(x),80299
sum(x),108284
skew4(x),6629933
dumbk(x),8102873
sd(x),306489
skewness(x),3765089
skewness(x),3875605
skewness(x),3700569
skewness(x),3719665
sd(x),328810
kurt5(x),7384221
sum(x),80658
mean(x),165283
skew4(x),6452621
kurt5(x),7745742
sd3(x),1280051
sd3(x),1281923
skew4(x),6767474
kurtosis(x),4027880
skewness(x),3729709
kurt5(x),7636310
sum(x),80969
kurtosis(x),3822823
sd(x),331172
kurtosis(x),3695731
dumbk(x),7914436
kurt5(x),7356464
skew4(x),6646388
sum(x),80830
mean(x),164990
mean(x),162089
sum(x),79999
dumbk(x),7984911
skew4(x),6681684
kurt5(x),7517575
skewness(x),3740552
dumbk(x),7906268
kurt5(x),7342034
mean(x),163716
dumbk(x),7991977
sd3(x),1019698
skew4(x),6452244
