expr,time
sd3(x),1020026
kurt5(x),7100256
mean(x),246201
sum(x),78633
skewness(x),3285726
sum(x),75977
dumbk(x),7243631
kurt5(x),7081222
skewness(x),3313883
mean(x),155266
skewness(x),3304575
kurt5(x),7075642
sum(x),76267
sum(x),75792
sd(x),299727
skewness(x),3314255
sd(x),293456
skewness(x),3340771
sd3(x),968410
kurt5(x),7074609
mean(x),158122
mean(x),157245
sd3(x),984681
dumbk(x),10413438
sd(x),292925
dumbk(x),7146575
sd(x),291164
sum(x),76320
sd(x),290965
dumbk(x),7144868
kurtosis(x),3323679
mean(x),155782
kurtosis(x),3299021
skewness(x),3348636
sum(x),76443
sd(x),300965
sum(x),76064
skewness(x),3324944
kurtosis(x),3330823
mean(x),154803
sd3(x),970051
kurtosis(x),3305344
mean(x),154961
kurt5(x),7131311
mean(x),156525
skewness(x),3334364
kurt5(x),7120471
sd3(x),957340
dumbk(x),7127799
sd3(x),960763
mean(x),154650
kurt5(x),7032139
mean(x),154272
kurt5(x),7078279
skew4(x),6051925
sd3(x),957118
skewness(x),3310561
dumbk(x),7077752
sd3(x),961392
sd(x),291561
kurt5(x),7077332
skew4(x),6024251
sd3(x),958966
kurtosis(x),3313020
skew4(x),6007408
sum(x),76169
kurt5(x),7074498
mean(x),155276
skew4(x),6005717
sd3(x),958444
mean(x),154349
kurt5(x),7082483
kurtosis(x),3307856
sd3(x),959192
skew4(x),6008094
kurtosis(x),3312142
sd3(x),958235
skewness(x),3318857
dumbk(x),7083331
kurt5(x),7088346
sd3(x),961172
dumbk(x),7057910
skewness(x),3302817
sd(x),293708
sum(x),76762
kurtosis(x),3305279
kurtosis(x),3311475
dumbk(x),7070924
sum(x),76357
kurtosis(x),3308780
dumbk(x),7074938
skew4(x),6020686
kurt5(x),7078486
skewness(x),3303337
skew4(x),6009414
skewness(x),3305844
mean(x),154885
sd(x),298451
sd3(x),959302
sd3(x),956210
skew4(x),6007566
dumbk(x),7061388
kurt5(x),7075962
dumbk(x),7062892
dumbk(x),7065528
sd3(x),964508
kurt5(x),7077352
sd3(x),956336
kurt5(x),7071697
kurt5(x),7069591
sd(x),291526
mean(x),154643
dumbk(x),7131670
skewness(x),3303260
kurt5(x),7119514
sd3(x),957130
skewness(x),3308863
sum(x),76235
sum(x),75826
kurtosis(x),3335761
sd3(x),960161
skew4(x),6152933
mean(x),159165
kurt5(x),7082203
sd(x),305758
sd3(x),957760
dumbk(x),7085599
dumbk(x),7068438
skewness(x),3298970
dumbk(x),7084394
sd(x),291385
sd(x),290166
dumbk(x),7062402
dumbk(x),7061059
skewness(x),3309447
skewness(x),3305384
kurtosis(x),3298498
skewness(x),3302213
sum(x),76355
mean(x),155076
sd3(x),972322
sum(x),75988
sd(x),304819
skew4(x),6007384
sum(x),75934
skewness(x),3304282
kurtosis(x),3309694
skew4(x),6030550
sd(x),297285
sum(x),76121
sum(x),75798
kurt5(x),7076201
dumbk(x),7068860
sd(x),290754
kurt5(x),7079431
sd(x),287139
kurtosis(x),3308485
kurtosis(x),3307284
mean(x),155075
kurtosis(x),3305443
kurt5(x),7079721
skewness(x),3311863
dumbk(x),7069062
dumbk(x),7063732
skew4(x),6015019
sd3(x),958487
skew4(x),6010802
dumbk(x),7061673
skewness(x),3305014
mean(x),154840
mean(x),154190
mean(x),153976
kurtosis(x),3307446
skewness(x),3312769
sum(x),76168
sd3(x),964934
dumbk(x),7080852
sd3(x),959889
sd(x),290716
sum(x),76224
sd(x),293484
sd3(x),956957
sd3(x),956080
kurt5(x),7072339
kurtosis(x),3306870
skew4(x),6036770
sum(x),76115
mean(x),155752
skew4(x),6163395
sd3(x),956697
dumbk(x),7073012
sd(x),290419
sum(x),76205
sum(x),75956
mean(x),154359
kurt5(x),7077545
dumbk(x),7064843
sd3(x),963214
kurt5(x),7075101
sd(x),293218
kurt5(x),7072574
dumbk(x),7067236
sum(x),76141
skewness(x),3303391
skew4(x),6013358
sd3(x),959165
skewness(x),3298458
skew4(x),6009903
sum(x),76085
sd(x),296008
sd3(x),957107
sum(x),75967
kurt5(x),7077799
mean(x),155414
skew4(x),6007649
sd3(x),956756
kurt5(x),7079691
sd3(x),956895
sum(x),76105
sd(x),291673
skewness(x),3312748
mean(x),154667
sum(x),75966
kurt5(x),7076566
skew4(x),6007021
sum(x),75959
kurtosis(x),3307207
skew4(x),6008432
sum(x),76109
kurtosis(x),3308725
dumbk(x),7078574
kurt5(x),8071297
mean(x),160720
kurtosis(x),3349821
skew4(x),6014051
dumbk(x),7124801
sd(x),292507
